UF,Cidade,Bairro,Latitude,Longitude,muni,people,income,density,consumer,cons_a_total,cons_b_current,cons_c_expenditure,cons_1_food,cons_2_housing,cons_3_clothing,cons_4_transport,cons_5_hygiene_care,cons_6_health,cons_7_education,cons_8_recreation,cons_9_tobacco,cons_10_personal_services,cons_12_others,cons_13_asset_increase,cons_14_liability_reduction,class_a1,class_a2,class_b1,class_b2,class_c,class_d,class_e,age_babies,age_kids,age_teens,age_young_adults,age_adults,age_middle_age,age_young_eldery,age_eldery,pop_active,pop_youngness,pop_oldness,areaid,clu_0_nome,clu_0_atv,clu_0_pct_over_avg,clu_1_nome,clu_1_atv,clu_1_pct_over_avg,clu_2_nome,clu_2_atv,clu_2_pct_over_avg,clu_3_nome,clu_3_atv,clu_3_pct_over_avg,clu_4_nome,clu_4_atv,clu_4_pct_over_avg,atv_1_cod,atv_1_nome,atv_1_atv,atv_1_examples,atv_2_cod,atv_2_nome,atv_2_atv,atv_2_examples,atv_3_cod,atv_3_nome,atv_3_atv,atv_3_examples,atv_4_cod,atv_4_nome,atv_4_atv,atv_4_examples,atv_5_cod,atv_5_nome,atv_5_atv,atv_5_examples,people2022,census_change,income_2022,income_2022_original,income_2010,income_2010_original,income_rate,cluster,pca_1,pca_2,cluster_nome
MG,Belo Horizonte,Venda Nova,-19.8084764,-43.9767673,BELO HORIZONTE,2136,2840,76,2.1 MI,2495817,2363280,2107159,355303,848660,79509,341947,71545,177330,89630,48929,11740,28024,55013,256119,65984,4,11,42,77,279,278,140,69,282,225,643,461,309,99,46,0.66106117,4.10943,0.2495908,1156480,Albergues,0,0,Administração pública,0,0,Escola fund. e médio,0,0,Cartórios,0,0,Hotéis,0,0,DIV_47,Comércio,0,,DIV_56,Alimentação,0,,,,,,,,,,,,,,1944,-8.99,2.840,2.500,2.730,1.180,3.86,0,-2.0499928638795004,2.625976146926165,Perfil Intermediário (Grupo 0)
BA,Salvador,Pituba,-12.9992595,-38.4554978,SALVADOR,4819,13000,170,16.8 MI,22644471,20609013,16826452,2239049,6256593,558630,3323441,337641,1533977,1154435,510641,42836,224085,653832,3782561,1396800,320,571,398,241,233,146,228,95,415,483,1385,996,844,342,254,0.66973877,2.0008023,0.7312923,1156481,Escola de Idiomas,4,562,Ensino especializado,32,177,Bancos,4,671,Bares,0,0,Clínicas Estéticas,15,158,DIV_47,Comércio,77,"MARIZ ESSENCIAS COMERCIO DE COSMETICOS EIRELI
 OUTLET DAS TINTAS COMERCIO DE TINTAS LTDA
 VIVIANE CHICOUREL HIPOLITO RODRIGUES 96822546553
 QUEEN B SERVICOS E COMERCIO ESPECIALIZADO EM MANICURE E PEDICURE EIRELI
 LAVIGNE COMERCIO DE JOIAS LTDA
 LORENA FERREIRA SANTOS 03954160510
 NEWTON RIBEIRO DE JESUS 61588199568
 OTICA DA GENTE LTDA - EM RECUPERACAO JUDICIAL
 HIPERVILLE DELICATESSEN LTDA
 FABIO DE SOUSA SACRAMENTO 85562327520",DIV_56,Alimentação,29,"CMP ALIMENTOS EIRELI
 QUINTAL DE CASA RESTAURANTE LIMITADA
 DEJANIRA CARVALHO DOS SANTOS 21863512500
 JS GUIMARAES SERVICOS DE BAR LTDA
 ANTHONY DE SOUZA CERQUEIRA 08737972561
 HDV COMERCIO DE ALIMENTOS LTDA
 WILLIAM EVANGELISTA DOS SANTOS 02017497509
 CASA ORIENTAL LTDA
 RESTAURANTE OCEANICO LTDA
 MARCIO GOMES DE SANTANA 02669947506",,,,,,,,,,,,,4521,-6.18,13.000,11.500,11.200,4.820,16.17,1,6.006404616062918,0.571354191447944,Polo de Alta Densidade Popular
BA,Salvador,Brotas,-12.9881887,-38.4896543,SALVADOR,5029,4340,178,8.8 MI,11121487,10348261,8778423,1313819,3353649,303349,1616479,229657,792407,499443,240365,31892,117960,283379,1569837,450869,50,237,340,287,415,386,277,124,490,503,1497,1133,815,278,184,0.6851976,2.4906194,0.425074,1156482,Clínicas Estéticas,18,101,Bares,0,0,Deliveries,27,150,Conserto de computadores,11,141,Escola de Idiomas,3,222,DIV_47,Comércio,153,"FARMA BROTAS LTDA
 LAB TELECON EIRELI
 RV COMERCIO DE BIJUTERIAS LTDA
 JONATHAS DANIEL REIS SANTOS 07649555518
 ELIZABETH JESUS SANTOS 86005044575
 ACERVO PAPELARIA, LIVRARIA E EDITORA LTDA
 MARILIA FERREIRA DE OLIVEIRA PONTE 02411486502
 YAN FILIPE DE JESUS TRINDADE ALVES 04957223599
 BELEZA. COM COMERCIO DE PRODUTOS DE BELEZA E SERVICOS DE CABELEIREIROS LTDA
 ESPORTIVO COMERCIO DE COMBUSTIVEIS LTDA",DIV_56,Alimentação,77,"LEILANE ROBERTO MENDES 02269807588
 LUIZ FELIPE GUIMARAES SANTOS MELO 85846524508
 M & F SIMOES E SOUZA COMERCIO DE ALIMENTOS LTDA
 JULIO CESAR DOS SANTOS FEITOSA 41181700515
 FERNANDA AMORIM TEIXEIRA DOS SANTOS 85881521501
 JOSE FRANCISCO TRINDADE 61485420482
 JOICE OLIVEIRA MULULO NERI 05568734593
 PAULO EDSON ROCHA 29751225515
 JOSE LUIS DE JESUS 28222482572
 MARIA ELIS RIBEIRO DA COSTA 40647110504",,,,,,,,,,,,,3881,-22.82,4.340,3.830,5.150,2.220,-15.76,1,3.2953059855537457,4.3995659775422595,Polo de Alta Densidade Popular
BA,Salvador,Itaigara,-12.9918205,-38.4649057,SALVADOR,1885,12700,67,9 MI,12376317,11179029,9015845,1149879,3320559,297098,1821275,163219,821269,654578,282092,19797,119791,370879,2163183,850532,194,269,149,49,36,14,15,32,125,127,539,319,472,185,101,0.69840986,1.0949869,1.0470161,1156483,Ensino especializado,14,211,Bares,0,0,Escola técnica e superior,3,1918,Clínicas Estéticas,6,165,Deliveries,6,119,DIV_47,Comércio,39,"CAMILA CARVALHO MACHADO
 FARMACIA HOMEOPATICA FLORA LTDA
 VERNON SEMIJOIAS E ACESSORIOS LTDA
 GIANNA COMERCIO DE CONFECCOES LTDA
 HIPERIDEAL EMPREENDIMENTOS LTDA
 LUMINAR COMERCIAL DE ARTIGOS DE ILUMINACAO LTDA
 KARINE SUZART LOPES 03786163588
 TRIMPORT COMERCIO E IMPORTACAO DE EQUIPAMENTOS DE INFORMATICA E ELETRO-ELETRONICOS LTDA
 PROMINTER PRESENTES E DECORACOES LTDA
 MARIANA CARLOS ZANI SANTOS 85861673551",DIV_56,Alimentação,21,"MARIA LUIZA SOUZA SOARES 07872783517
 UNIVERSAL SORVETES E PICOLES LTDA
 CALIFORNIA ITAIGARA COMERCIO DE ALIMENTOS LTDA
 IRANI DA SILVA OLIVEIRA 62988751587
 MONICA MOREIRA DE BARROS BELLAS 76970639568
 WANDERSON SILVA DE OLIVEIRA 08885455506
 HAPPY HOUR COMERCIAL DE ALIMENTOS E BEBIDAS LIMITADA
 FELIPE COSTA VIEIRA 04730940539
 KATUCHA MARCIA SANTANA DORIA 78090300510
 MELT BURGUER LTDA",,,,,,,,,,,,,1707,-9.44,12.700,11.200,17.200,7.410,-25.78,0,-0.05966746789302805,-1.725707427376711,Perfil Intermediário (Grupo 0)
BA,Salvador,Barra,-13.0064362,-38.527901,SALVADOR,4009,8760,142,12.3 MI,16487387,15043536,12325964,1660673,4585275,410482,2425422,254352,1125424,832765,370854,32176,164654,470209,2717570,973910,379,729,603,361,342,203,224,71,284,266,1132,826,735,358,350,0.6683641,0.9747144,1.2863505,1156484,Ensino especializado,41,85,Agências de viagens,10,293,Hotéis,10,604,Bares,0,0,Bancos,6,503,DIV_47,Comércio,165,"NP DROGARIA EIRELI
 LOJAO DO CONDOMINIO COMERCIO E MANUTENCAO DE CONDOMINIO EIRELI
 DISKCOCO LTDA
 HIPERIDEAL EMPREENDIMENTOS LTDA
 NADJANE SANTOS DE SOUSA 00842957596
 EDNEY SANTOS SILVA 67829783500
 WEB SCHETTINI COMERCIO DE MODAS E CONFECCOES  EIRELI .
 JULIANA MIRANDA DOS SANTOS 04446727532
 INNOVAZIONE COMERCIO E SERVICOS LTDA
 INNOVAZIONE COMERCIO E SERVICOS LTDA",DIV_56,Alimentação,89,"WHL ALIMENTOS LTDA
 DIONISIOS COMERCIO DE ALIMENTOS LTDA
 DF COMERCIO DE ALIMENTOS E BEBIDAS LTDA
 ANDRE PINHEIRO PORTUGAL 86444199514
 ILMA VIEIRA BRANDAO 00084512571
 SAKE COMERCIO DE ALIMENTOS LTDA
 SILENE MEIRE SOARES DA SILVA 55239463549
 LUIS CARLOS ALMEIDA DE SAO JOSE 02609475551
 M&C GELATO E ALIMENTOS LTDA
 CAMPINHO & CARDOSO LTDA",,,,,,,,,,,,,3950,-1.47,8.760,7.730,9.160,3.950,-4.39,1,4.348653125600501,1.0350064973725919,Polo de Alta Densidade Popular
BA,Salvador,Rio Vermelho,-13.0100607,-38.4899605,SALVADOR,2127,7830,75,6.4 MI,8492079,7762737,6382153,869851,2377444,213889,1249632,135381,581662,424856,190238,17208,85428,239695,1380584,485671,145,263,247,138,162,100,63,39,130,167,709,474,377,134,98,0.74531305,1.4325178,0.77412474,1156485,Consultórios médicos,49,562,Clínicas de Fisioterapia,12,761,Serviços de Eng e Arq,25,290,Psicólogos,6,335,Corretagem de imóveis,21,124,DIV_47,Comércio,148,"J Q REALE RACOES E SEMENTES EIRELI
 ESSENCIAL PRODUTOS DE LIMPEZA EIRELI
 TECHNIA INFORMATICA EIRELI
 BELLA KOISAS COMERCIAL DE ALIMENTOS EIRELI
 ORIG COMERCIO DE MATERIAIS ESPORTIVOS EIRELI
 OVELHA VERMELHA COMERCIO LTDA
 FERNANDA SILVA SANTOS 05438026556
 OLIVEIRA CAMPOS COMERCIO DE MATERIAL ELETRICO EIRELI
 AGROMIX PET CENTER LTDA
 REISCAR CONSTRUCOES E EMPREENDIMENTOS LTDA",DIV_56,Alimentação,81,"BRASIL ALIMENTOS EIRELI
 RV COMERCIO DE ALIMENTOS EIRELI
 SABORES E SENSACOES COMERCIO DE ALIMENTOS EIRELI
 SALMEX EIRELI
 LA MASSIMA COMERCIO DE ALIMENTOS EIRELI
 COSTA MEXICANA BAR E RESTAURANTE LTDA
 M C CARVALHO FORNECIMENTO DE ALIMENTOS LTDA
 GCI ALIMENTOS E BEBIDAS LTDA
 UTAU KARAOKE LTDA
 YAKI DO RIO VERMELHO LTDA",,,,,,,,,,,,,1997,-6.1,7.830,6.900,9.190,3.970,-14.89,0,-0.5132131910592037,0.055732725524503195,Perfil Intermediário (Grupo 0)
BA,Salvador,Imbuí,-12.9697591,-38.4350431,SALVADOR,6029,6640,213,14.1 MI,18193023,16823516,14070022,2024940,5292112,476448,2679729,336135,1286788,862007,401771,43971,189498,483580,2753493,836827,118,444,560,419,440,219,274,143,480,496,2003,1248,1148,302,206,0.7283847,2.51273,0.4737943,1156486,Ensino especializado,63,216,Bares,0,0,Agência de publicidade,51,133,Joalherias,7,286,Deliveries,27,123,DIV_47,Comércio,197,"SELMA OLIVEIRA DE CARVALHO EIRELI
 INP COMERCIO VAREJISTA DE CARNES EIRELI
 SOLUENGE COMERCIO DE MATERIAIS DE CONSTRUCAO EIRELI
 BEATRIZ MIRANDA BARROS 01759202576
 COMERCIO DE ARTIGOS DO VESTUARIO CRIANCA FELIZ LTDA
 IARA DE JESUS SANTOS 93087667587
 ELIANGELA DE OLIVEIRA FERREIRA
 GEOHANNA GABRIELLY DA SILVA DOS SANTOS 06750807542
 BERNADETE TELES SANTOS 29462428549
 EDUARDO SANTOS DE SOUSA 40884589749",DIV_56,Alimentação,73,"MARIA CRISTINA OLIVEIRA DOS SANTOS 00941489531
 F LEMOS FILHO
 ICARO BISPO ROCHA 06426407500
 TANIA REGINA SILVA SANTOS SANTANA 36426334553
 BARBARA IEDA ARAUJO MAYNART 77670965568
 DIREGIS RESTAURANTE E PIZZARIA LTDA
 JOSIVAL DE SOUZA PINHEIRO 78786010549
 SILVER PIZZARIA LTDA
 ROZILDA SANTOS SOUZA 92359469568
 GILDASIO DE SANTANA SOUZA 71573615587",,,,,,,,,,,,,4710,-21.88,6.640,5.850,6.700,2.890,-0.91,1,6.150413526114105,3.4408793717170014,Polo de Alta Densidade Popular
BA,Salvador,Liberdade,-12.946662,-38.4939829,SALVADOR,10762,1870,381,7.5 MI,8676019,8277747,7509780,1317887,3145813,285799,1113970,275774,617271,269854,163952,47415,97059,176296,767966,183252,2,39,118,242,983,1433,1422,327,1366,1111,3219,2468,1460,491,329,0.66293883,3.6248546,0.30374143,1156487,Lojas de Roupas,67,112,Bares,0,0,Lojas de Calçados,11,318,Cabeleireiros,41,71,Farmácias,13,274,DIV_47,Comércio,237,"LINDOVAN COMERCIO DE MOVEIS EIRELI
 OMAHA CONFECCOES ESPORTIVAS EIRELI
 GM GUEDES PEREIRA CALCADOS EIRELI
 JORGE ANTONIO DOS SANTOS QUEIROS 92749143500
 TUPY CALDAS COMERCIO DE ALIMENTOS E LANCHONETE LTDA
 RADIANTE MOVEIS LTDA
 M. CONTINENTAL COMERCIO DE MOVEIS EIRELI
 TIAGO ROBERTO DOS SANTOS 03220196560
 RAMIRO CAMPELO COMERCIO DE UTILIDADES LTDA
 NELBLU CONFECCOES LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL",DIV_56,Alimentação,61,"MARIA APARECIDA DE SOUSA OLIVEIRA 61930717504
 VERA LUCIA DE JESUS LIMA 03765143537
 NOVA COZINHA ALIMENTACAO & SERVICOS LTDA
 ADAIR PINHEIRO JARDIM 10975927825
 HUIQUN LIN LANCHONETE
 ANA NERIS JESUS DO ROSARIO 90375823549
 ARIEL ASSIS NASCIMENTO 85799044550
 CASSIO HENRIQUE TOSTA VIEIRA 90190327553
 IZABELA CRISTINA PEREIRA DOS SANTOS 07718072525
 JANEIDE ALCANTARA FERNANDES 79392563515",,,,,,,,,,,,,8757,-18.63,1.870,1.650,1.880,811,-0.69,3,8.964205686735468,16.5255526890982,Polo de Alta Densidade Popular
BA,Salvador,Cajazeiras,-12.899938,-38.4081574,SALVADOR,2984,2000,106,2.1 MI,2399572,2290623,2083914,367905,875412,79698,306670,77337,170456,73167,44929,13428,26936,48349,206708,50136,1,9,33,70,361,496,435,125,436,332,988,665,349,67,30,0.66778,10.161663,0.11387417,1156488,Óticas,9,488,Lojas de Roupas,67,182,Escola técnica e superior,3,608,Dentistas,6,242,Lojas de Calçados,10,407,DIV_47,Comércio,200,"K&S MODAS EIRELI
 BOCA ROXA ATACADISTA DE MAQUIAGENS EIRELI
 SEM EXCECAO COMERCIO DE ARTIGOS DE PAPELARIA E SERVICOS DE INFORMATICA EIRELI
 M PINTO PASCOAL CONFECCOES EIRELI
 LAB TELECON EIRELI
 ALEX PITTA DORIA 33522014553
 O FAZENDAO COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA
 EDITH DA SILVA PINHEIRO 21580600506
 ROBERTA RODRIGUES EVANGELISTA EIRELI
 GILMARIA MARIA DA SILVA FERNANDES",DIV_56,Alimentação,49,"ELZA CONCEICAO DE SOUZA PEIXOTO 03255526574
 MIRIAN SANTOS MENDES 03740753528
 ELAINE FERREIRA DOS SANTOS 77792742504
 LAUDINEA ALVES DOS ANJOS LIMA 01088628524
 SUZANA RIBEIRO DO BOMFIM SILVA 02017063509
 ADAILTON OLIVEIRA DE PAULO 43193560553
 FERNANDA CARDOSO DOS SANTOS 80266371515
 JOSE LOPES DE SOUZA 10382440480
 ITANA MENDES BRITO 00887449573
 KATIA CRISTINA OLIVEIRA DE JESUS 38260239515",,,,,,,,,,,,,2843,-4.73,2.000,1.760,1.940,839,2.91,0,-1.078177949632571,4.901387000810551,Perfil Intermediário (Grupo 0)
PR,Curitiba,Batel,-25.4387449,-49.287052,CURITIBA,1391,15400,49,6.3 MI,8581523,7746778,6262043,803244,2311804,209864,1258179,116493,563418,452229,194528,14490,83105,257291,1484733,595480,234,254,164,85,85,19,167,27,98,107,397,285,277,98,102,0.68730164,1.194144,0.8870763,1156489,Consultórios médicos,23,474,Corretagem de imóveis,22,333,Clínicas Estéticas,20,213,Cabeleireiros,45,154,Serviços jurídicos,8,210,DIV_47,Comércio,51,"ARTE UTILE CONFECCAO E COMERCIO DE CAMA, MESA E BANHO EIRELI
 VINNEA VINHOS EIRELI
 MULTI AGUAS - EIRELI
 VITRINE SALVA ELETROELETRONICOS - EIRELI
 OBJETO DA CIDADE CONSULTORIA E INDUSTRIA DE DESIGN EIRELI
 ALAG COMERCIO DE COLCHES LTDA
 SAFEMAX COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS DE HIGIENE E SEGURANCA LTDA
 CURITIBA PROGETTO COMERCIO DE MOVEIS LTDA
 PETRALL COMERCIO DE ALIMENTOS LTDA
 RAQUEL CAETANO 01674863900",DIV_56,Alimentação,29,"TEMAKI CURITIBA - COMERCIO DE ALIMENTACAO E BEBIDAS LTDA
 RESENHA CARIOCA RESTAURANTE E PIZZARIA LTDA
 LAS TABLAS RESTAURANTE LTDA
 GUSTAVO LENZ CESAR BITTENCOURT DE PAULA 00462466906
 M.N.S RESTAURANTE E LANCHONETE LTDA
 PALETERIA SORVETERIA LTDA
 WAEL ZAEIM COMERCIO DE ALIMENTOS LTDA
 MARIA ELIZA VINHOLES MERHY PORTO
 E.L.C.BITTENCOURT DE PAULA - BURGUER
 CANTINA DO DELIO BATEL LTDA",,,,,,,,,,,,,1666,19.75,15.400,13.600,13.200,5.700,16.51,0,-1.0855681129585286,-1.1268328722408958,Perfil Intermediário (Grupo 0)
PR,Curitiba,Santa Felicidade,-25.4026959,-49.3285775,CURITIBA,821,6650,29,1.5 MI,1856901,1729877,1475218,223756,564569,51743,269814,39782,131936,82062,39690,5699,19883,46912,254658,73809,7,30,42,43,96,60,21,26,104,82,213,189,135,45,28,0.6520107,2.860099,0.34347594,1156490,Corretagem de imóveis,22,271,Serviços jurídicos,11,265,Dentistas,9,344,Psicólogos,5,473,Bombonieres,5,476,DIV_47,Comércio,155,"CENTER SERVICES SERVICOS EM TI EIRELI
 VILA MADALOSSO PRESENTES E DECORACOES - EIRELI
 RP COMERCIO E REPRESENTACAO EM TELECOMUNICACOES LTDA
 AGDA S. CRUZ
 ANDRE STIVAL DIONICIO 09855056990
 SANTA FELICIDADE COMERCIO DE CALCADOS LTDA
 ROSE MERI SAUAF BAGGIO EIRELI
 PEDRA NOBRE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
 SAN MOBILE ASSISTENCIA TECNICA E ACESSORIOS PARA CELULAR LTDA
 STIVAL & KRAFT E CIA LTDA",DIV_56,Alimentação,48,"IRMAOS TULIO COMERCIO DE ALIMENTOS EIRELI
 KOBE BURGUER LTDA
 KOIAKI SUSHI SHOP LTDA
 LUAN SLOMPO DOS SANTOS 09125881957
 CAPITOLA COMERCIO DE ALIMENTOS LTDA.
 MARCOS ROBERTO SCHNEIDER 01961253917
 PASTEL DE Q LTDA
 PAULO ROBERTO PINTO DA SILVA 47914360910
 ODISNEI NUNES DOS SANTOS & CIA LTDA
 CANTINA SANTA FELICIDADE LTDA",,,,,,,,,,,,,758,-7.65,6.650,5.870,5.610,2.420,18.63,0,-3.7199172520001906,-0.16027600738302333,Perfil Intermediário (Grupo 0)
PR,Curitiba,Água Verde,-25.4552633,-49.2828084,CURITIBA,1506,9910,53,5.1 MI,6751373,6181367,5087890,696999,1894576,169905,995664,108696,465766,336372,151330,13727,68219,189251,1093476,375264,92,203,201,108,135,49,26,39,147,129,415,347,268,88,71,0.6851052,2.0205872,0.4994391,1156491,Serviços de Tecnologia,18,606,Serviços jurídicos,7,290,Serviços de Eng e Arq,6,149,Ensino especializado,17,92,Floriculturas,4,638,DIV_47,Comércio,37,"INDUSTRIA E COMERCIO DE VIDROS TEMPERADOS AGUA VERDE EIRELI
 DEBORA DE ARAUJO MANFRON 08013208958
 MARIA JOSE BOTAS VICENTE CONFECCOES
 RAFAEL CUBASKI DE MELLO 05166925939
 SENA & SANTOS COMERCIO DE ROUPAS LTDA
 LUCIANA DA CUNHA COMERCIO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
 PSA COMERCIO DE MOVEIS LTDA
 GRACIANE FORBECI 03031127943
 JORGE ALBERTO ROCKENBACH 21683590910
 GL DA COSTA PAPELARIA LTDA",DIV_56,Alimentação,12,"PMH PIZZARIA LTDA
 MARIA THEREZA JORGE BUSO 03524242901
 RIZODETE LANCHES & REFEICOES LTDA
 DINI CRISTHIANE PADILHA PRINCE 02543871950
 ANTONIO MARCOS DIAS 83680055900
 HELGA CRISTINA ROSTOCK 02271774950
 LET S GO BY LTDA
 LUCHESI LANCHONETE E DELIVERY LTDA
 MASA MADRE PIZZARIA EIRELI
 BAGGIO AGUA VERDE LTDA",,,,,,,,,,,,,1570,4.22,9.910,8.740,10.200,4.400,-2.84,0,-1.5436485061798009,-0.46445701605629625,Perfil Intermediário (Grupo 0)
PR,Curitiba,Cidade Industrial,-25.497993,-49.334522,CURITIBA,1063,2350,38,837.5 mil,957637,915891,837505,149423,349075,32456,124695,31575,68353,28841,17680,5517,10989,19075,78385,18036,0,1,8,20,133,139,66,52,178,122,331,180,146,34,15,0.61975294,6.8074327,0.14292707,1156492,Lojas de Informática,4,183,Loja de brinquedos,2,398,Escola de Idiomas,1,161,Oficinas para veículos,11,68,Comércio de bebidas,6,74,DIV_47,Comércio,53,"RAYANA KEMPA DE MIRANDA
 SUZANA BEATRIZ KOCHANOWSKI GUIMARAES 04250899918
 DENISE DA SILVA 16884737859
 HUDSON KOPRUCHINSKI DA ROSA 08608943980
 MADALENA DO NASCIMENTO - MINIMERCADO JAMAICA
 NICOLLI FLORIO DE LACERDA 11012456978
 JOSE A. DA SILVA FERREIRA COMERCIO DE FERRAGENS
 MIRIELE APARECIDA DE LIMA 08214507944
 GABRIEL DE ATAIDE SESMILO 10343568950
 ALINE DAIANE SPECIAN LANDIN 08277695985",DIV_56,Alimentação,14,"ATTOS ALIMENTACAO EMPRESARIAL EIRELI
 ATTOS SERVICOS DE ALIMENTACAO LTDA
 NEUZA CORREIA DE SOUZA SANTOS 01656918919
 RONALDO CESAR LEONEL
 ANTONY NEPTALY AREVALO ACUNA 70710983280
 AGR RESTAURANTE LTDA
 NAIDE FERRAZ DE SOUZA 59831308972
 MESSIAS DA SILVA
 A DUNKE RESTAURANTE EIRELI
 ALEX MORAES BANDEIRA 07531946947",,,,,,,,,,,,,895,-15.77,2.350,2.070,2.120,913,11.04,0,-3.684511920562422,1.0240950561392959,Perfil Intermediário (Grupo 0)
PR,Curitiba,Centro Cívico,-25.4143755,-49.2683269,CURITIBA,829,11700,29,3.1 MI,4167077,3807542,3117410,419904,1157965,102417,615141,63634,287663,210440,94136,7922,41697,118319,690132,240230,56,140,102,55,46,11,6,19,57,63,217,159,193,71,57,0.67769605,1.0778036,0.91914356,1156493,Bares,0,0,Serviços jurídicos,5,539,Serviços de contabilidade,4,500,Administração pública,20,5091,Bancos,2,1057,DIV_47,Comércio,4,"SIDNEI SANTOS MARTINS 15818411915
 ANDRE RONDINELLI DE ALMEIDA MENDES COMERCIO DE OBJETOS DE ARTE
 MERCEARIA JABOTI CURITIBA LTDA
 FIDELLI COMERCIO DE ACESSORIOS LTDA",DIV_56,Alimentação,6,"ARTE CARIOCA BAR E RESTAURANTE LTDA
 M A VENDRUSCOLO JUNIOR RESTAURANTE E LANCHONETE
 ELISABETE MIYUKI HANEDA 04016954843
 LION E PASINATO CENTRAL DE DISTRIBUICAO LTDA
 TAMARILLO GASTRONOMIA LTDA
 PETY FUBA RESTAURANTE EIRELI",,,,,,,,,,,,,739,-10.9,11.700,10.300,9.600,4.140,22.15,0,-3.2047033978733905,-1.8650150295237569,Perfil Intermediário (Grupo 0)
PR,Curitiba,Boqueirão,-25.500728,-49.2411054,CURITIBA,1019,6400,36,1.8 MI,2232394,2084804,1782485,272079,680075,62631,326757,48715,159930,98370,47758,6922,24128,55867,302319,82909,9,58,81,101,177,83,45,34,121,110,272,255,140,47,40,0.65152025,2.9883685,0.33063665,1156494,Escola de Idiomas,2,369,Revenda de automóveis,3,302,Dentistas,3,169,Agência de publicidade,15,68,Clínicas Estéticas,7,71,DIV_47,Comércio,44,"DAIANE PISSOLATO OKURA 03784086900
 I. A. TRASSI
 COMERCIAL CARMO UTILIDADES DOMESTICAS LTDA
 THALLYS OPTICA LTDA
 FLORICULTURA MUNDI LTDA
 ERICA AMANDA DOS SANTOS ALMEIDA 09411726941
 CLELIA JOSIANE BOSA 58850236972
 ARIANE ANDREA GUIMARAES HANNA 09555678901
 VITRINEDASI COMERCIO DO VESTUARIO E ACESSORIOS LTDA
 GISELE BIANCA DA SILVA CORDEIRO 05924178919",DIV_56,Alimentação,14,"YRACEMA PREPARACAO DE ALIMENTOS LTDA
 FLAVIO HENRIQUE DIAS 02922656977
 LUIS TRAMONTIN 51864711949
 MOISES SOARES PAULA 03924293651
 RAFAEL MOTA LACERDA 00897125525
 JOSE ANDERSON FELIX NUNES 00500032327
 MARIA FELISBELA MEDINA 00978579984
 PIX2 CRIACAO DE CONTEUDOS LTDA
 RESTAURANTE RANCHO BONANZA LTDA
 KARAOKE LOVE STORY HAUER LTDA",,,,,,,,,,,,,1402,37.62,6.400,5.650,4.850,2.090,32.18,0,-3.1962360669839396,0.4235956480873182,Perfil Intermediário (Grupo 0)
PR,Curitiba,Portão,-25.4737001,-49.302414,CURITIBA,1352,7000,48,2.7 MI,3413529,3173801,2692514,401835,1016621,94529,504147,70521,241935,156092,73824,9626,36558,87832,481288,138862,40,133,253,275,340,184,50,35,151,135,339,338,211,91,54,0.6550381,2.388606,0.46453446,1156495,Conserto de computadores,10,227,Psicólogos,3,327,Revenda de automóveis,4,266,Bares,0,0,Serviços de Tecnologia,20,480,DIV_47,Comércio,59,"MATERIAIS DE CONSTRUCAO PINHEIRO EIRELI
 TRADICAO REVESTIMENTOS LTDA
 DEBORAH RODRIGUES DO COUTO EIRELI
 AAG COMERCIO E TRANSPORTES EIRELI
 CONTABILISTA SUPRIMENTOS PARA ESCRITORIO S.A.
 HEMONI CRISTIANE DEA TRONCO 04456756918
 FM SALVADOS COMERCIO ATACADISTA LTDA
 LOUISE XAVIER DA SILVA 03286701971
 GERSON NARDIN 16731034991
 ROBSON RODRIGO GOIS COMERCIO DE BEBIDAS",DIV_56,Alimentação,34,"JARDIM BOTANICO ORGANIZACAO DE EVENTOS EIRELI
 HAGA BUNS CAFE E EVENTOS LTDA
 OLIVIO PETRIW 87137658920
 SUELLEN RODBARD CARVALHO 07555987929
 SUB BETTEGA - ALIMENTOS LTDA
 FELIPE MAGALHAES MORAES 04294898976
 JONAS BATISTA DE SOUZA 03308496976
 ROSILENE MOTA DE SOUSA 66891280249
 SUZELAINE GONCALVES DE SOUZA 04141433969
 WIENCE GLUCK SERVICOS DE ALIMENTACAO LTDA.",,,,,,,,,,,,,2657,96.46,7.000,6.170,6.210,2.680,12.57,0,-1.979948314627883,1.1146629077042758,Perfil Intermediário (Grupo 0)
